Index,Country,Scope,Jurisdiction,Type of Law,Product Type,Application,Ordinance,Hyperlink to Ordinance
429,United States,Local,Concord,Ban,Bag,Restaurant,link,http://nebula.wsimg.com/c022e4eaf59966240143ddbc63539919?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
430,United States,Local,Concord,Ban,Bag,Retail,link,http://nebula.wsimg.com/accc49d8ad9ab2b8b7736900592e4dad?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
431,United States,Local,Coral Gables,Ban,EPS,Restaurant,link,https://evogov.s3.amazonaws.com/media/91/media/156539.pdf
432,United States,Local,Coral Gables,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a55179140b76e3e307921/1516918041183/florida-coral-gables+FINAL+ORDINANCE.pdf
433,United States,Local,Cordova,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57d8483b9f74561bf215146d/1473792059660/Ordinance+1137+%28sub%29+adopting+8.37+governing+use+of+plastic+bags.pdf
434,United States,Local,Corte Madera,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/565df2c0e4b06ef673443c67/1448997568726/Corte+Madera+Final+Ordinance.pdf
435,United States,Local,Corvallis,Ban+Fee,Bag,Retail,link,https://library.municode.com/or/corvallis/codes/code_of_ordinances?nodeId=TIT8BU_CH8.14SIEPLCABA
436,United States,Local,Cotati,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
437,United States,Local,Crested Butte,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57bcb252c534a5bc55fd4a3f/1471984211313/crested+butte.pdf
438,United States,Local,Culver City,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5911fdecff7c507ca01ec3c5/1494351340784/Culver+City+EPS+ban+ordinance.pdf
439,United States,Local,Culver City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eaece4b0b5e91b1fc21d/1434577644141/CulverCity.PDF
440,United States,Local,Cupertino,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab36ee4b069786e969bed/1436201838038/Cupertino+EPS+Ordinance.pdf
441,United States,Local,Cupertino,Ban+Fee,Bag,Retail,-,http://www.baglaws.com/assets/pdf/california_cupertino2.pdf
442,United States,Local,Currituck County,Ban,Bag,Retail,link,https://www.ncleg.net/enactedlegislation/statutes/pdf/bychapter/chapter_130a.pdf#page=227&view=fit (Hyde)
443,United States,Local,Cuyahoga County,Ban,Bag,Retail,link,http://council.cuyahogacounty.us/pdf_council/en-US/Legislation/Ordinances/2019/O2019-0005G%20Enacting%20Code%20Chapter%201304%20to%20implement%20disposable%20bag%20ban%20-%20Final.pdf
444,United States,Local,Dallas,Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
445,United States,Local,Dalton,Ban,Bag,"Retail, Restaurant",link,"https://novolex.com/assets/content/Dalton,_MA_-_Article_15.pdf"
446,United States,Local,Daly City,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5916086a9de4bbca9358fb21/1494616170624/02_Daily_City_Polystyrene_Ordinance_08132012.pdf
447,United States,Local,Daly City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eb12e4b00ba91c80d3fc/1434577682952/DalyCity.pdf
448,United States,Local,Damariscotta,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maine_damariscotta.pdf
449,United States,Local,Dana Point,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eb26e4b00ba91c80d457/1434577702145/Dana+point.pdf
450,United States,Local,Dana Point,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab387e4b069786e969cc1/1436201863766/DanaPoint+EPS+Ordinance.pdf
451,United States,Local,Danvers,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/c1bb96cea449305d2865b2ed59856ad9?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
452,United States,Local,Danville,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eb3be4b00ba91c80d4f5/1434577723813/Danville.pdf
453,United States,Local,Dare County,Ban,Bag,Retail,link,https://www.ncleg.net/enactedlegislation/statutes/pdf/bychapter/chapter_130a.pdf#page=227&view=fit (Hyde)
454,United States,Local,Dartmouth,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/massachusetts-dartmouth.pdf
455,United States,Local,Davis,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/591f6e1bb8a79bb177f18a38/1495232028152/04J-Second-Reading-Food-Packaging-Ordinance.pdf
456,United States,Local,Davis,Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eb5ce4b00ba91c80d5b9/1434577756848/Davis.pdf
457,United States,Local,Davis,Upon Request,Straw,Restaurant,link,http://cityofdavis.org/home/showdocument?id=7983
458,United States,Local,Dedham,ban,Bag,Retail,,
459,United States,Local,Del Mar,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/573b59baab48de4ea4810461/1463507387938/Del+Mar+FINAL+Staff+Report+%26+Ordinance+5_16_16.pdf
460,United States,Local,Del Ray Oaks,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a67372fb36b1b8a451620f/1453749115090/Polystyrene+styrofoam+Ord+269+%28signed%29.pdf
461,United States,Local,Delray Beach,Upon Request,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
462,United States,Local,Dennis,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts-dennis.pdf
463,United States,Local,Dennis,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/ab8ee3e012a72b03fdfa7dfdfc130e22?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
464,United States,Local,Desert Hot Springs,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581eba1e4b00ae7f5f851ab/1434577825561/DesertHotSprings.PDF
465,United States,Local,Dover,ban,Bag,Retail,,
466,United States,Local,Dublin,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
467,United States,Local,Durango*,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad6c09e4b0df1f118dc632/1437428745199/DurangoCO_bagord.PDF
468,United States,Local,Duxbury,ban,Bag,Retail,link,http://nebula.wsimg.com/88b1e4e746f8dc870a1aca13d20ab89d?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
469,United States,Local,Duxbury,Ban,Bag,"Retail, Restaurant",link,https://www.town.duxbury.ma.us/sites/duxburyma/files/uploads/general_bylaws-updated_through_6-30-2017_final.pdf
470,United States,Local,East Hampton,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/new_york_east_hampton.pdf
471,United States,Local,East Hampton,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6e2271c10b340c3a8f3a/1516924451651/new_york_east_hampton.pdf
472,United States,Local,East Palo Alto,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581ebb0e4b00ae7f5f8521b/1434577840865/EastPaloAlto.pdf
473,United States,Local,Eastham,ban,Bag,"Retail, Restaurant",link,https://www.eastham-ma.gov/sites/easthamma/files/pages/town_meeting_minutes_5.6.2019_final_1.pdf
474,United States,Local,Edgartown,Ban,Bag,"Retail, restaurant",link,http://nebula.wsimg.com/bbb388c86ef437dc64e388db3faccfa2?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
475,United States,Local,Edmonds,Ban,Bag,Retail,link,http://www.edmondswa.gov/images/COE/Government/City_Clerk/Ordinances/2009/Ord_3749.pdf
476,United States,Local,El Cerrito,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab39be4b069786e969d52/1436201883686/ElCerrito+EPS+Ordinance.pdf
477,United States,Local,El Cerrito,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcb548e4b0e3d302c0dacb/1440527688038/ElCerrito_Bag_Ordinance_2013-03.pdf
478,United States,Local,Ellensburg,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/washington-ellensburg.pdf
479,United States,Local,Emeryville,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a6731a1a520315050cbb91/1453749018885/EcoFood-WareOrdinance.PDF
480,United States,Local,Emeryville,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
481,United States,Local,Encinitas,Ban,EPS,Restaurant,link,http://encinitas.granicus.com/MetaViewer.php?view_id=7&clip_id=1411&meta_id=67989
482,United States,Local,Encinitas,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581ebdbe4b06eb9aea92b09/1434577883537/Encinitas.pdf
483,United States,Local,Eugene,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a70d20d9297107f3fae4a/1516925139175/oregon_eugene.pdf
484,United States,Local,Evanston,Fee,Bag,Retail,-,https://www.cityofevanston.org/home/showdocument?id=3514
485,United States,Local,Everett,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
486,United States,Local,Fairbanks*,Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
487,United States,Local,Fairfax,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581efa8e4b0b5914490e7ae/1434578856114/Fairfax.pdf
488,United States,Local,Fairfax,Ban,EPS,Restaurant,link,http://www.town-of-fairfax.org/pdfs/finance/business_license/2010%20Ordinance%20reminder%20letter.pdf
489,United States,Local,Falmouth,Ban,Bag,"Retail, restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad70ece4b0d3237ad9ba35/1437429996908/Falmouth+Bag+Ordinance.pdf
490,United States,Local,Falmouth,Fee,Bag,Retail,link,https://www.falmouthme.org/sites/falmouthme/files/mai/files/2015-11-02_plastic_bag_ordinance_clean_-_final.pdf
491,United States,Local,Fayetteville,ban,EPS,Retail,,
492,United States,Local,Folly Beach,Ban,Bag,Retail,link,http://www.cityoffollybeach.com/wp-content/uploads/2016/09/Ordinance-29-16.pdf
493,United States,Local,Forest Grove,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/oregon_forestgrove.pdf
494,United States,Local,Fort Bragg,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab3ade4b069786e969dc2/1436201901373/FortBragg+EPS+Ordinance.PDF
495,United States,Local,Fort Bragg,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f016e4b08e9e0edeba31/1434578966599/FortBragg.pdf
496,United States,Local,Fort Collins,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
497,United States,Local,Fort Lauderdale,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
498,United States,Local,Fort Myers Beach,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
499,United States,Local,Fort Stockton,Ban+Fee,Bag,Retail,link,https://library.municode.com/tx/fort_stockton/codes/code_of_ordinances?nodeId=COOR_CH12GATR
500,United States,Local,Foster City,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a6745aa12f4467ff368a34/1453749338919/foodpackaingordinance_fostercity.pdf
501,United States,Local,Foster City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f029e4b08e9e0edebabc/1434578985036/FosterCity.pdf
502,United States,Local,Framingham,Ban,Bag,Retail,link,http://nebula.wsimg.com/67d2fef473c1bad459b83b6eaa04cddb?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
503,United States,Local,Franklin,ban,Bag,Retail,,
504,United States,Local,Freeport,Ban,Bag,Restaurant,link,http://plasticbagbanreport.com/freeport-me-polystyrene-ban-1990/
505,United States,Local,Freeport,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/576185415559863bb1175a34/1466008897773/Freeport+Single+use+carry-out+bag+ordinance.pdf
506,United States,Local,Freer,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad742ce4b0f077f40a99fb/1437430828733/FreerTXordinance-2012-05-plastic-bags.pdf
507,United States,Local,Fremont,Ban,EPS,Restaurant,link,https://www.fremont.gov/1071/Polystyrene-Ban
508,United States,Local,Fremont,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
509,United States,Local,Friday Harbor,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/washington_fridayharbor.pdf
510,United States,Local,Gig Harbor,Ban,Bag,Retail,link,https://gigharbor.imagenetllc.net/viewpage.php?dcn=5936&page=1
511,United States,Local,Glen Cove,Ban,All Polystyrene,Restaurant,link,https://ecode360.com/12086901
512,United States,Local,Glendale,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f03de4b08e9e0edebb3b/1434579005659/Glendale.pdf
513,United States,Local,Gloucester,Ban,All Polystyrene,Restaurant,link,http://nebula.wsimg.com/94aa8cd307acb664a9c2378bc7dfc5fc?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
514,United States,Local,Gloucester,Ban,Bag,"Retail, restaurant",link,http://nebula.wsimg.com/bd309736518e869a7e0e9ee199da309f?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
515,United States,Local,Gloucester,ban,EPS,Restaurant,link,http://nebula.wsimg.com/94aa8cd307acb664a9c2378bc7dfc5fc?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
516,United States,Local,Gonzales,Ban,All Polystyrene,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab3c3e4b01a6af59604f6/1436201923982/Gonzales+EPS+Ordinance.pdf
517,United States,Local,Gonzales,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f04fe4b08e9e0edebb98/1434579023746/Gonzales.pdf
518,United States,Local,Grafton,Ban,Bag,"Retail, restaurant",link,http://nebula.wsimg.com/8715fa6d666cea7d889e99a33a5b47a4?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
519,United States,Local,Grafton,ban,EPS,Restaurant,,
520,United States,Local,Grass Valley,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55dcaa08e4b0c4421d22112b/1440524808466/GrassValleyBagOrd.pdf
521,United States,Local,Great Barrington,Ban,Bag,Retail,link,http://nebula.wsimg.com/34a72b6e34a481be8035b09fc73207e3?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
522,United States,Local,Great Barrington,Ban,EPS,"Retail, Restaurant",link,https://www.townofgb.org/sites/greatbarringtonma/files/uploads/polystyrene_container_bylaw.pdf
523,United States,Local,Greenfield,Ban,Bag,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab3d1e4b01a6af596055d/1436201937201/Greenfield+EPS+Ordinance.pdf
524,United States,Local,Greenfield,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/bd0e88b8b08755dd4fa4ae39cb135bb2?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
525,United States,Local,Greenfield,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f070e4b0344e1474dbfb/1434579056240/Greenfield.pdf
526,United States,Local,Greenfield,Ban+Fee,Bag,"Retail, restaurant",link,http://nebula.wsimg.com/b4b693af7e2b66e12ad2d24e81b046de?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
527,United States,Local,Greenwich,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/connecticut_greenwich.pdf
528,United States,Local,Grover Beach,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a692b3941920243675093f2/1516841787134/Grover+Beach+Polystyrene+Ordinance_Final.pdf
529,United States,Local,Grover Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f72ce4b05b2c1b5d4926/1434580780237/San+Luis+Obispo+County.pdf
530,United States,Local,Guilford,ban,bag,Retail,,
531,United States,Local,Gulfport,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
532,United States,Local,Half Moon Bay,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab3e2e4b01a6af59605e0/1436201954660/HalfMoonBay+EPS+Ordinance.pdf
533,United States,Local,Half Moon Bay,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f07be4b0344e1474dc40/1434579067853/Halfmoon+Bay.pdf
534,United States,Local,Halifax,ban,Bag,Retail,,
535,United States,Local,Hamden,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
536,United States,Local,Hamilton,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/a4e70c62048edb07c642adb7c601b96a?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
537,United States,Local,Hamilton,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/a4e70c62048edb07c642adb7c601b96a?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
538,United States,Local,Hanson,ban,Bag,Retail,,
539,United States,Local,Harvey Cedars,Ban,Bag,Retail,link,http://www.harveycedars.org/documents/Ordinances/Ord%202018-02%20Plastic%20Bag%20Regulation.pdf
540,United States,Local,Harwich,ban,Bag,Retail,link,http://nebula.wsimg.com/5aa279db7bf46623a40804a537a94b44?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
541,United States,Local,Harwich,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/5aa279db7bf46623a40804a537a94b44?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
542,United States,Local,Hastings-on-Hudson,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newyork-hasting-on-the-river.pdf
543,United States,Local,Haverhill,Ban+Fee,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/2d14ce1afd1c463cadc37246d348894b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
544,United States,Local,Hawaii,Ban,EPS,"Restaurant, Retail",,http://records.co.hawaii.hi.us/WebLink/DocView.aspx?dbid=0&id=942537&page=1&cr=1
545,United States,Local,Hayward,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad784ee4b07b96f9b575f3/1437431886202/HaywardEPSOrdinance+10-12.pdf
546,United States,Local,Hayward,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
547,United States,Local,Healdsburg,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
548,United States,Local,Hercules,Ban,All Polystyrene,Restaurant,link,http://www.codepublishing.com/CA/Hercules/
549,United States,Local,Hercules,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f0b1e4b0419c11745bfa/1434579121958/Hercules.pdf
550,United States,Local,Hermosa Beach,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56a6762e40667a8dafec0f6f/1453749806875/HermosaBeach_Ord12-1332_Polystyrene.pdf
551,United States,Local,Hermosa Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55e73219e4b07156fbd768d8/1441215001525/Hermosa_Beach_Single-Use_Bag_Ban_Ordinance_15-1356_adopted_09012015.pdf
552,United States,Local,Hilton Head,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
553,United States,Local,Hingham,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/d2e9b916253abfc7f156a89fb9eebe6c?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
554,United States,Local,Hoboken,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
555,United States,Local,Hollywood,Ban,All Polystyrene,Restaurant,link,http://library.amlegal.com/nxt/gateway.dll/Florida/holywood/titleixgeneralregulations/chapter97littering?f=templates$fn=default.htm$3.0$vid=amlegal:hollywood_fl_mc$anc=JD_97.05
556,United States,Local,Hollywood,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
557,United States,Local,Homer*,Ban,Bag,Retail,link,http://www.campaignforrecycling.org/sites/default/files/HomerAKBagBan.pdf
558,United States,Local,Hood River,Ban+Fee,Bag,Retail,link,http://ci.hood-river.or.us/pageview.aspx?id=42734
559,United States,Local,Hooper Bay,Ban,Bag,Retail,-,http://www.commandpackaging.com/hubfs/HooperBay_AK_BagBan.jpg
560,United States,Local,Hopkinton,Ban,Bag,Retail,link,http://nebula.wsimg.com/e3c1aec1ed274dc24031dd29354d4d58?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
561,United States,Local,Hudson,ban,Bag,Retail,,
562,United States,Local,Hull,Ban,Bag,Retail,link,http://nebula.wsimg.com/5582c2167e023fca4e7f91c137ae88c3?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
563,United States,Local,Huntington Beach,Ban,EPS,Restaurant,link,https://www.huntingtonbeachca.gov/files/users/city_clerk/041904sm-rm.pdf
564,United States,Local,Huntington Beach,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f0bee4b0419c11745c42/1434579134359/HuntingtonBeach.PDF
565,United States,Local,Hyde County,Ban,Bag,Retail,link,https://www.ncleg.net/enactedlegislation/statutes/pdf/bychapter/chapter_130a.pdf#page=227&view=fit (Hyde)
566,United States,Local,Imperial Beach,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a692b0b0d929731fd092c7e/1516841740378/Imperial+Beach+Polystyrene+Ordinance.pdf
567,United States,Local,Indio,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f0cfe4b0419c11745c8b/1434579151503/Indio.pdf
568,United States,Local,Ipswich,Ban,Bag,Retail,link,http://nebula.wsimg.com/44a3a2112234b8008f5b71ebb7c08f86?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
569,United States,Local,Ipswich,Ban,EPS,Restaurant,link,https://www.ipswichma.gov/DocumentCenter/View/10017/Plastic-Bag-and-Polystyrene-FAQs?bidId=
570,United States,Local,Isle of Palms,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
571,United States,Local,Issaquah,Ban,EPS,Restaurant,link,https://www.issaquahwa.gov/documentcenter/view/98
572,United States,Local,Issaquah,Ban+Fee,Bag,Retail,link,https://www.codepublishing.com/WA/Issaquah/?Issaquah08/Issaquah0805.html
573,United States,Local,Jackson,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
574,United States,Local,James Island,Ban,Bag,Retail,link,http://library.amlegal.com/nxt/gateway.dll/South%20Carolina/jamesisland_sc/jamesislandsouthcarolinacodeofordinances?f=templates$fn=default.htm$3.0$vid=amlegal:jamesisland_sc
575,United States,Local,Jamestown,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
576,United States,Local,Jersey City,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
577,United States,Local,Kennebunk,Ban,Bag,Retail,link,https://www.kennebunkmaine.us/DocumentCenter/View/4869/Plastic-Bag-Ordinance-approved-June-14-2016---effective-Oct-14-2016?bidId
578,United States,Local,Kermit,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad745ae4b051d73ba2a254/1437430874060/Kermit+TX+Ord+13-05+Plastic+Bag+Ban.pdf
579,United States,Local,Key Biscayne,Ban,EPS,Restaurant,link,http://keybiscayne.fl.gov/clientuploads/Clerk/ordinances/ORDINANCE_NO_2014-10.pdf
580,United States,Local,King City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581f0e6e4b0419c11745d23/1434579174551/KingCity.pdf
581,United States,Local,Kirkland,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad6410e4b00f4c52d721e4/1437426704387/KirklandBagOrd021715.pdf
